Sum of __index_level_0__,Sum of avg_sea_level_pres_hpa,Sum of avg_temp_c,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,city_name,competition,country,date,date.1,date.2,Sum of Draw,Sum of Loose,Sum of max_temp_c,Sum of min_temp_c,neutral,Opponent,Sum of Point,precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of sunshine_total_min,TA,Team,TF,Sum of TotalTri,TranchTemp,TranchWind,Sum of Win,world_cup
15891,,4.6,,,Christchurch,Christchurch,2007 Tri Nations Series,New Zealand,2007-07-14 00:00:00,2007-07-14 00:00:00,1899-12-30 00:00:00,0,1,9.1,-2.6,False,South Africa,0,0,L,Winter,false,,Lancaster Park,93781,,6,New Zealand,33,39,0-20,no data,0,False
16233,,7.3,,,Christchurch,Christchurch,2008 England rugby union tour of New Zealand,New Zealand,2008-06-21 00:00:00,2008-06-21 00:00:00,1899-12-30 00:00:00,0,0,12.1,-3.4,False,England,3,0,W,Winter,false,,AMI Stadium,93781,,12,New Zealand,44,56,0-20,no data,1,False
16233,,7.3,,,Christchurch,Christchurch,2008 England rugby union tour of New Zealand,New Zealand,2008-06-21 00:00:00,2008-06-21 00:00:00,1899-12-30 00:00:00,0,1,12.1,-3.4,False,New Zealand,0,0,L,Winter,false,,AMI Stadium,93781,,44,England,12,56,0-20,no data,0,False
16604,,0.7,,,Christchurch,Christchurch,2009 mid-year internationals,New Zealand,2009-06-27 00:00:00,2009-06-27 00:00:00,1899-12-30 00:00:00,0,1,7.4,,False,Italy,0,0.3,L,Winter,false,,AMI Stadium,93781,,6,New Zealand,27,33,0-20,no data,0,False
16604,,0.7,,,Christchurch,Christchurch,2009 mid-year internationals,New Zealand,2009-06-27 00:00:00,2009-06-27 00:00:00,1899-12-30 00:00:00,0,0,7.4,,False,New Zealand,3,0.3,W,Winter,false,,AMI Stadium,93781,,27,Italy,6,33,0-20,no data,1,False
17010,,9.2,,,Christchurch,Christchurch,2010 Tri Nations Series,New Zealand,2010-08-07 00:00:00,2010-08-07 00:00:00,1899-12-30 00:00:00,0,0,12.8,2.1,False,Australia,3,0,W,Winter,false,,Lancaster Park,93781,,10,New Zealand,20,30,0-20,no data,1,False
17010,,9.2,,,Christchurch,Christchurch,2010 Tri Nations Series,New Zealand,2010-08-07 00:00:00,2010-08-07 00:00:00,1899-12-30 00:00:00,0,1,12.8,2.1,False,New Zealand,0,0,L,Winter,false,,Lancaster Park,93781,,20,Australia,10,30,0-20,no data,0,False
17689,,0.3,,,Christchurch,Christchurch,2012 Ireland rugby union tour of New Zealand,New Zealand,2012-06-16 00:00:00,2012-06-16 00:00:00,1899-12-30 00:00:00,0,0,7.6,,False,Ireland,3,21.1,W,Winter,false,,Rugby League Park,93781,,19,New Zealand,22,41,0-20,no data,1,False
17689,,0.3,,,Christchurch,Christchurch,2012 Ireland rugby union tour of New Zealand,New Zealand,2012-06-16 00:00:00,2012-06-16 00:00:00,1899-12-30 00:00:00,0,1,7.6,,False,New Zealand,0,21.1,L,Winter,false,,Rugby League Park,93781,,22,Ireland,19,41,0-20,no data,0,False
18053,,7.2,,,Christchurch,Christchurch,2013 French tour to New Zealand,New Zealand,2013-06-15 00:00:00,2013-06-15 00:00:00,1899-12-30 00:00:00,0,0,8.2,2.7,False,France,3,0,W,Winter,false,,Rugby League Park,93781,,0,New Zealand,30,30,0-20,no data,1,False
18053,,7.2,,,Christchurch,Christchurch,2013 French tour to New Zealand,New Zealand,2013-06-15 00:00:00,2013-06-15 00:00:00,1899-12-30 00:00:00,0,1,8.2,2.7,False,New Zealand,0,0,L,Winter,false,,Rugby League Park,93781,,30,France,0,30,0-20,no data,0,False
18805,,5.7,,,Christchurch,Christchurch,2015 Rugby Championship,New Zealand,2015-07-17 00:00:00,2015-07-17 00:00:00,1899-12-30 00:00:00,0,0,10.2,,False,Argentina,3,0.5,W,Winter,false,,AMI Stadium,93781,,18,New Zealand,39,57,0-20,no data,1,False
18805,,5.7,,,Christchurch,Christchurch,2015 Rugby Championship,New Zealand,2015-07-17 00:00:00,2015-07-17 00:00:00,1899-12-30 00:00:00,0,1,10.2,,False,New Zealand,0,0.5,L,Winter,false,,AMI Stadium,93781,,39,Argentina,18,57,0-20,no data,0,False
19233,,10.6,,,Christchurch,Christchurch,2016 Rugby Championship,New Zealand,2016-09-17 00:00:00,2016-09-17 00:00:00,1899-12-30 00:00:00,0,1,18.9,,False,New Zealand,0,0,L,Spring,false,,Rugby League Park,93781,,41,South Africa,13,54,0-20,no data,0,False
19233,,10.6,,,Christchurch,Christchurch,2016 Rugby Championship,New Zealand,2016-09-17 00:00:00,2016-09-17 00:00:00,1899-12-30 00:00:00,0,0,18.9,,False,South Africa,3,0,W,Spring,false,,Rugby League Park,93781,,13,New Zealand,41,54,0-20,no data,1,False
21402,1022.5,8,231,10.2,Christchurch,Christchurch,2022 Rugby Championship,New Zealand,2022-08-27 00:00:00,2022-08-27 00:00:00,1899-12-30 00:00:00,0,1,11.4,1.7,False,Argentina,0,0.3,L,Winter,false,,Rugby League Park,93781,,25,New Zealand,18,43,0-20,moins de 30,0,False
21402,1022.5,8,231,10.2,Christchurch,Christchurch,2022 Rugby Championship,New Zealand,2022-08-27 00:00:00,2022-08-27 00:00:00,1899-12-30 00:00:00,0,0,11.4,1.7,False,New Zealand,3,0.3,W,Winter,false,,Rugby League Park,93781,,18,Argentina,25,43,0-20,moins de 30,1,False
3960,,4.7,,,Clermont-Ferrand,Clermont-Ferrand,1983 Australia tour of Italy and France,France,1983-11-13 00:00:00,1983-11-13 00:00:00,1899-12-30 00:00:00,1,0,,,False,Australia,1,0,D,Autumn,false,,Stade Marcel Michelin,07460,,15,France,15,30,0-20,no data,0,False
3960,,4.7,,,Clermont-Ferrand,Clermont-Ferrand,1983 Australia tour of Italy and France,France,1983-11-13 00:00:00,1983-11-13 00:00:00,1899-12-30 00:00:00,1,0,,,False,France,1,0,D,Autumn,false,,Stade Marcel Michelin,07460,,15,Australia,15,30,0-20,no data,0,False
18025,,11.5,,,Córdoba,Córdoba,2005 Italy rugby union tour of Argentina,Argentina,2005-06-17 00:00:00,2005-06-17 00:00:00,1899-12-30 00:00:00,0,0,,8.2,False,Argentina,3,0,W,Winter,false,,Estadio Olímpico,87344,,29,Italy,30,59,0-20,no data,1,False
18025,,11.5,,,Córdoba,Córdoba,2005 Italy rugby union tour of Argentina,Argentina,2005-06-17 00:00:00,2005-06-17 00:00:00,1899-12-30 00:00:00,0,1,,8.2,False,Italy,0,0,L,Winter,false,,Estadio Olímpico,87344,,30,Argentina,29,59,0-20,no data,0,False
19132,,14,1,14.6,Córdoba,Córdoba,2008 mid year test,Argentina,2008-06-28 00:00:00,2008-06-28 00:00:00,1899-12-30 00:00:00,0,0,25,4.6,False,Argentina,3,,W,Winter,false,,Estadio Olímpico,87344,,12,Italy,13,25,0-20,moins de 30,1,False
19132,,14,1,14.6,Córdoba,Córdoba,2008 mid year test,Argentina,2008-06-28 00:00:00,2008-06-28 00:00:00,1899-12-30 00:00:00,0,1,25,4.6,False,Italy,0,,L,Winter,false,,Estadio Olímpico,87344,,13,Argentina,12,25,0-20,moins de 30,0,False
20581,,9.2,139,11.5,Córdoba,Córdoba,2012 France tour of Argentina,Argentina,2012-06-16 00:00:00,2012-06-16 00:00:00,1899-12-30 00:00:00,0,1,20.8,5,False,Argentina,0,,L,Winter,false,,Estadio Mario Alberto Kempes,87344,,23,France,20,43,0-20,moins de 30,0,False
20581,,9.2,139,11.5,Córdoba,Córdoba,2012 France tour of Argentina,Argentina,2012-06-16 00:00:00,2012-06-16 00:00:00,1899-12-30 00:00:00,0,0,20.8,5,False,France,3,,W,Winter,false,,Estadio Mario Alberto Kempes,87344,,20,Argentina,23,43,0-20,moins de 30,1,False
21316,,14.3,4,24.1,Córdoba,Córdoba,2014 Summer International,Argentina,2014-06-21 00:00:00,2014-06-21 00:00:00,1899-12-30 00:00:00,0,0,20.5,5.4,False,Argentina,3,,W,Winter,false,,Estadio Mario Alberto Kempes,87344,,19,Scotland,21,40,0-20,moins de 30,1,False
21316,,14.3,4,24.1,Córdoba,Córdoba,2014 Summer International,Argentina,2014-06-21 00:00:00,2014-06-21 00:00:00,1899-12-30 00:00:00,0,1,20.5,5.4,False,Scotland,0,,L,Winter,false,,Estadio Mario Alberto Kempes,87344,,21,Argentina,19,40,0-20,moins de 30,0,False
48240,1015.2,8.8,253,31.5,Dublin,Dublin,"",Ireland,1999-04-10 00:00:00,1999-04-10 00:00:00,1899-12-30 00:00:00,0,1,12.9,7.5,False,Ireland,0,0.7,L,Spring,false,,Lansdowne Road,03969,,39,Italy,30,69,0-20,30-60,0,False
44488,,8.6,,,Dublin,Dublin,"",Ireland,1988-12-31 00:00:00,1988-12-31 00:00:00,1899-12-30 00:00:00,0,1,11,3.4,False,Ireland,0,0,L,Winter,false,,Lansdowne Road,03969,,31,Italy,15,46,0-20,no data,0,False
47414,1017.3,1.6,72,11.4,Dublin,Dublin,"",Ireland,1997-01-04 00:00:00,1997-01-04 00:00:00,1899-12-30 00:00:00,0,0,3.5,-0.3,False,Ireland,3,0.1,W,Winter,true,10,Lansdowne Road,03969,,29,Italy,37,66,0-20,moins de 30,1,False
47414,1017.3,1.6,72,11.4,Dublin,Dublin,"",Ireland,1997-01-04 00:00:00,1997-01-04 00:00:00,1899-12-30 00:00:00,0,1,3.5,-0.3,False,Italy,0,0.1,L,Winter,true,10,Lansdowne Road,03969,,37,Ireland,29,66,0-20,moins de 30,0,False
48240,1015.2,8.8,253,31.5,Dublin,Dublin,"",Ireland,1999-04-10 00:00:00,1999-04-10 00:00:00,1899-12-30 00:00:00,0,0,12.9,7.5,False,Italy,3,0.7,W,Spring,false,,Lansdowne Road,03969,,30,Ireland,39,69,0-20,30-60,1,False
44488,,8.6,,,Dublin,Dublin,"",Ireland,1988-12-31 00:00:00,1988-12-31 00:00:00,1899-12-30 00:00:00,0,0,11,3.4,False,Italy,3,0,W,Winter,false,,Lansdowne Road,03969,,15,Ireland,31,46,0-20,no data,1,False
3268,,,,,Dublin,Dublin,1875–76 Home Nations rugby union matches,Ireland,1875-12-13 00:00:00,1875-12-13 00:00:00,1899-12-30 00:00:00,0,1,8.6,-0.2,False,England,0,0,L,Winter,false,,Rathmines,03969,,1,Ireland,0,1,no data,no data,0,False
3268,,,,,Dublin,Dublin,1875–76 Home Nations rugby union matches,Ireland,1875-12-13 00:00:00,1875-12-13 00:00:00,1899-12-30 00:00:00,0,0,8.6,-0.2,False,Ireland,3,0,W,Winter,false,,Rathmines,03969,,0,England,1,1,no data,no data,1,False
4083,,,,,Dublin,Dublin,1877–78 Home Nations rugby union matches,Ireland,1878-03-11 00:00:00,1878-03-11 00:00:00,1899-12-30 00:00:00,0,1,12.2,6.1,False,England,0,2.5,L,Spring,false,,Lansdowne Road,03969,,2,Ireland,0,2,no data,no data,0,False
4083,,,,,Dublin,Dublin,1877–78 Home Nations rugby union matches,Ireland,1878-03-11 00:00:00,1878-03-11 00:00:00,1899-12-30 00:00:00,0,0,12.2,6.1,False,Ireland,3,2.5,W,Spring,false,,Lansdowne Road,03969,,0,England,2,2,no data,no data,1,False
4706,,,,,Dublin,Dublin,1879–80 Home Nations rugby union matches,Ireland,1880-01-30 00:00:00,1880-01-30 00:00:00,1899-12-30 00:00:00,0,1,10.4,8,False,England,0,2.9,L,Winter,false,,Lansdowne Road,03969,,1,Ireland,0,1,no data,no data,0,False
4706,,,,,Dublin,Dublin,1879–80 Home Nations rugby union matches,Ireland,1880-01-30 00:00:00,1880-01-30 00:00:00,1899-12-30 00:00:00,0,0,10.4,8,False,Ireland,3,2.9,W,Winter,false,,Lansdowne Road,03969,,0,England,1,1,no data,no data,1,False
5444,,,,,Dublin,Dublin,1881–82 Home Nations rugby union matches,Ireland,1882-02-06 00:00:00,1882-02-06 00:00:00,1899-12-30 00:00:00,1,0,7.9,2.1,False,England,1,0,D,Winter,false,,Lansdowne Road,03969,,0,Ireland,0,0,no data,no data,0,False
5444,,,,,Dublin,Dublin,1881–82 Home Nations rugby union matches,Ireland,1882-02-06 00:00:00,1882-02-06 00:00:00,1899-12-30 00:00:00,1,0,7.9,2.1,False,Ireland,1,0,D,Winter,false,,Lansdowne Road,03969,,0,England,0,0,no data,no data,0,False
5435,,,,,Dublin,Dublin,1881–82 Home Nations rugby union matches,Ireland,1882-01-28 00:00:00,1882-01-28 00:00:00,1899-12-30 00:00:00,0,0,11.3,2.1,False,Ireland,3,0.4,W,Winter,false,,Lansdowne Road,03969,,0,Wales,2,2,no data,no data,1,False
5435,,,,,Dublin,Dublin,1881–82 Home Nations rugby union matches,Ireland,1882-01-28 00:00:00,1882-01-28 00:00:00,1899-12-30 00:00:00,0,1,11.3,2.1,False,Wales,0,0.4,L,Winter,false,,Lansdowne Road,03969,,2,Ireland,0,2,no data,no data,0,False
6172,,,,,Dublin,Dublin,1884 Home Nations Championship,Ireland,1884-02-04 00:00:00,1884-02-04 00:00:00,1899-12-30 00:00:00,0,1,10.3,7.4,False,England,0,0,L,Winter,false,,Lansdowne Road,03969,,1,Ireland,0,1,no data,no data,0,False
6172,,,,,Dublin,Dublin,1884 Home Nations Championship,Ireland,1884-02-04 00:00:00,1884-02-04 00:00:00,1899-12-30 00:00:00,0,0,10.3,7.4,False,Ireland,3,0,W,Winter,false,,Lansdowne Road,03969,,0,England,1,1,no data,no data,1,False
6905,,,,,Dublin,Dublin,1886 Home Nations Championship,Ireland,1886-02-06 00:00:00,1886-02-06 00:00:00,1899-12-30 00:00:00,0,1,3.2,0.2,False,England,0,6.7,L,Winter,false,,Lansdowne Road,03969,,1,Ireland,0,1,no data,no data,0,False
6905,,,,,Dublin,Dublin,1886 Home Nations Championship,Ireland,1886-02-06 00:00:00,1886-02-06 00:00:00,1899-12-30 00:00:00,0,0,3.2,0.2,False,Ireland,3,6.7,W,Winter,false,,Lansdowne Road,03969,,0,England,1,1,no data,no data,1,False
7269,,,,,Dublin,Dublin,1887 Home Nations Championship,Ireland,1887-02-05 00:00:00,1887-02-05 00:00:00,1899-12-30 00:00:00,0,0,10.3,-0.1,False,England,3,0.5,W,Winter,false,,Lansdowne Road,03969,,0,Ireland,2,2,no data,no data,1,False
7269,,,,,Dublin,Dublin,1887 Home Nations Championship,Ireland,1887-02-05 00:00:00,1887-02-05 00:00:00,1899-12-30 00:00:00,0,1,10.3,-0.1,False,Ireland,0,0.5,L,Winter,false,,Lansdowne Road,03969,,2,England,0,2,no data,no data,0,False
7661,,,,,Dublin,Dublin,1888 Home Nations Championship,Ireland,1888-03-03 00:00:00,1888-03-03 00:00:00,1899-12-30 00:00:00,0,1,4.1,0.3,False,Ireland,0,0.1,L,Spring,false,,Lansdowne Road,03969,,2,Wales,0,2,no data,no data,0,False
7661,,,,,Dublin,Dublin,1888 Home Nations Championship,Ireland,1888-03-03 00:00:00,1888-03-03 00:00:00,1899-12-30 00:00:00,0,0,4.1,0.3,False,Wales,3,0.1,W,Spring,false,,Lansdowne Road,03969,,0,Ireland,2,2,no data,no data,1,False
8389,,,,,Dublin,Dublin,1890 Home Nations Championship,Ireland,1890-03-01 00:00:00,1890-03-01 00:00:00,1899-12-30 00:00:00,1,0,5.5,0,False,Ireland,1,0.8,D,Spring,false,,Lansdowne Road,03969,,3,Wales,3,6,no data,no data,0,False
8389,,,,,Dublin,Dublin,1890 Home Nations Championship,Ireland,1890-03-01 00:00:00,1890-03-01 00:00:00,1899-12-30 00:00:00,1,0,5.5,0,False,Wales,1,0.8,D,Spring,false,,Lansdowne Road,03969,,3,Ireland,3,6,no data,no data,0,False
8732,,,,,Dublin,Dublin,1891 Home Nations Championship,Ireland,1891-02-07 00:00:00,1891-02-07 00:00:00,1899-12-30 00:00:00,0,1,8,5.6,False,England,0,0.3,L,Winter,false,,Lansdowne Road,03969,,9,Ireland,0,9,no data,no data,0,False
8732,,,,,Dublin,Dublin,1891 Home Nations Championship,Ireland,1891-02-07 00:00:00,1891-02-07 00:00:00,1899-12-30 00:00:00,0,0,8,5.6,False,Ireland,3,0.3,W,Winter,false,,Lansdowne Road,03969,,0,England,9,9,no data,no data,1,False
9124,,,,,Dublin,Dublin,1892 Home Nations Championship,Ireland,1892-03-05 00:00:00,1892-03-05 00:00:00,1899-12-30 00:00:00,0,1,3.4,-0.4,False,Ireland,0,0,L,Spring,false,,Lansdowne Road,03969,,9,Wales,0,9,no data,no data,0,False
9124,,,,,Dublin,Dublin,1892 Home Nations Championship,Ireland,1892-03-05 00:00:00,1892-03-05 00:00:00,1899-12-30 00:00:00,0,0,3.4,-0.4,False,Wales,3,0,W,Spring,false,,Lansdowne Road,03969,,0,Ireland,9,9,no data,no data,1,False
9460,,,,,Dublin,Dublin,1893 Home Nations Championship,Ireland,1893-02-04 00:00:00,1893-02-04 00:00:00,1899-12-30 00:00:00,0,1,10.4,3.7,False,England,0,0,L,Winter,false,,Lansdowne Road,03969,,4,Ireland,0,4,no data,no data,0,False
9460,,,,,Dublin,Dublin,1893 Home Nations Championship,Ireland,1893-02-04 00:00:00,1893-02-04 00:00:00,1899-12-30 00:00:00,0,0,10.4,3.7,False,Ireland,3,0,W,Winter,false,,Lansdowne Road,03969,,0,England,4,4,no data,no data,1,False
9845,,,,,Dublin,Dublin,1894 Home Nations Championship,Ireland,1894-02-24 00:00:00,1894-02-24 00:00:00,1899-12-30 00:00:00,0,1,6.4,1.5,False,Ireland,0,4.6,L,Winter,false,,Lansdowne Road,03969,,5,Scotland,0,5,no data,no data,0,False
9845,,,,,Dublin,Dublin,1894 Home Nations Championship,Ireland,1894-02-24 00:00:00,1894-02-24 00:00:00,1899-12-30 00:00:00,0,0,6.4,1.5,False,Scotland,3,4.6,W,Winter,false,,Lansdowne Road,03969,,0,Ireland,5,5,no data,no data,1,False
10188,,,,,Dublin,Dublin,1895 Home Nations Championship,Ireland,1895-02-02 00:00:00,1895-02-02 00:00:00,1899-12-30 00:00:00,0,1,3.5,0.7,False,England,0,1.8,L,Winter,false,,Lansdowne Road,03969,,6,Ireland,3,9,no data,no data,0,False
10188,,,,,Dublin,Dublin,1895 Home Nations Championship,Ireland,1895-02-02 00:00:00,1895-02-02 00:00:00,1899-12-30 00:00:00,0,0,3.5,0.7,False,Ireland,3,1.8,W,Winter,false,,Lansdowne Road,03969,,3,England,6,9,no data,no data,1,False
10566,,,,,Dublin,Dublin,1896 Home Nations Championship,Ireland,1896-02-15 00:00:00,1896-02-15 00:00:00,1899-12-30 00:00:00,1,0,5.4,1,False,Ireland,1,0,D,Winter,false,,Lansdowne Road,03969,,0,Scotland,0,0,no data,no data,0,False
10597,,,,,Dublin,Dublin,1896 Home Nations Championship,Ireland,1896-03-17 00:00:00,1896-03-17 00:00:00,1899-12-30 00:00:00,0,1,10.6,2.3,False,Ireland,0,14.5,L,Spring,false,,Lansdowne Road,03969,,8,Wales,4,12,no data,no data,0,False
10566,,,,,Dublin,Dublin,1896 Home Nations Championship,Ireland,1896-02-15 00:00:00,1896-02-15 00:00:00,1899-12-30 00:00:00,1,0,5.4,1,False,Scotland,1,0,D,Winter,false,,Lansdowne Road,03969,,0,Ireland,0,0,no data,no data,0,False
10597,,,,,Dublin,Dublin,1896 Home Nations Championship,Ireland,1896-03-17 00:00:00,1896-03-17 00:00:00,1899-12-30 00:00:00,0,0,10.6,2.3,False,Wales,3,14.5,W,Spring,false,,Lansdowne Road,03969,,4,Ireland,8,12,no data,no data,1,False
10923,,,,,Dublin,Dublin,1897 Home Nations Championship,Ireland,1897-02-06 00:00:00,1897-02-06 00:00:00,1899-12-30 00:00:00,0,1,6.3,1.6,False,England,0,1,L,Winter,false,,Lansdowne Road,03969,,9,Ireland,13,22,no data,no data,0,False
10923,,,,,Dublin,Dublin,1897 Home Nations Championship,Ireland,1897-02-06 00:00:00,1897-02-06 00:00:00,1899-12-30 00:00:00,0,0,6.3,1.6,False,Ireland,3,1,W,Winter,false,,Lansdowne Road,03969,,13,England,9,22,no data,no data,1,False
11301,,,,,Dublin,Dublin,1898 Home Nations Championship,Ireland,1898-02-19 00:00:00,1898-02-19 00:00:00,1899-12-30 00:00:00,0,0,6.3,-0.1,False,Ireland,3,0.8,W,Winter,false,,Lansdowne Road,03969,,0,Scotland,8,8,no data,no data,1,False
11301,,,,,Dublin,Dublin,1898 Home Nations Championship,Ireland,1898-02-19 00:00:00,1898-02-19 00:00:00,1899-12-30 00:00:00,0,1,6.3,-0.1,False,Scotland,0,0.8,L,Winter,false,,Lansdowne Road,03969,,8,Ireland,0,8,no data,no data,0,False
11651,,,,,Dublin,Dublin,1899 Home Nations Championship,Ireland,1899-02-04 00:00:00,1899-02-04 00:00:00,1899-12-30 00:00:00,0,0,6.3,-0.3,False,England,3,0.5,W,Winter,false,,Lansdowne Road,03969,,0,Ireland,6,6,no data,no data,1,False
11651,,,,,Dublin,Dublin,1899 Home Nations Championship,Ireland,1899-02-04 00:00:00,1899-02-04 00:00:00,1899-12-30 00:00:00,0,1,6.3,-0.3,False,Ireland,0,0.5,L,Winter,false,,Lansdowne Road,03969,,6,England,0,6,no data,no data,0,False
12036,,,,,Dublin,Dublin,1900 Home Nations Championship,Ireland,1900-02-24 00:00:00,1900-02-24 00:00:00,1899-12-30 00:00:00,1,0,13.6,6.1,False,Ireland,1,0,D,Winter,false,,Lansdowne Road,03969,,0,Scotland,0,0,no data,no data,0,False
12036,,,,,Dublin,Dublin,1900 Home Nations Championship,Ireland,1900-02-24 00:00:00,1900-02-24 00:00:00,1899-12-30 00:00:00,1,0,13.6,6.1,False,Scotland,1,0,D,Winter,false,,Lansdowne Road,03969,,0,Ireland,0,0,no data,no data,0,False
12386,,,,,Dublin,Dublin,1901 Home Nations Championship,Ireland,1901-02-09 00:00:00,1901-02-09 00:00:00,1899-12-30 00:00:00,0,1,6.7,3.6,False,England,0,0.3,L,Winter,false,,Lansdowne Road,03969,,6,Ireland,10,16,no data,no data,0,False
12386,,,,,Dublin,Dublin,1901 Home Nations Championship,Ireland,1901-02-09 00:00:00,1901-02-09 00:00:00,1899-12-30 00:00:00,0,0,6.7,3.6,False,Ireland,3,0.3,W,Winter,false,,Lansdowne Road,03969,,10,England,6,16,no data,no data,1,False
12776,,,,,Dublin,Dublin,1902 Home Nations Championship,Ireland,1902-03-06 00:00:00,1902-03-06 00:00:00,1899-12-30 00:00:00,0,0,11,0,False,Ireland,3,0,W,Spring,false,,Lansdowne Road,03969,,0,Wales,15,15,no data,no data,1,False
12776,,,,,Dublin,Dublin,1902 Home Nations Championship,Ireland,1902-03-06 00:00:00,1902-03-06 00:00:00,1899-12-30 00:00:00,0,1,11,0,False,Wales,0,0,L,Spring,false,,Lansdowne Road,03969,,15,Ireland,0,15,no data,no data,0,False
13121,,,,,Dublin,Dublin,1903 Home Nations Championship,Ireland,1903-02-14 00:00:00,1903-02-14 00:00:00,1899-12-30 00:00:00,0,0,9.1,5.7,False,England,3,0.1,W,Winter,false,,Lansdowne Road,03969,,0,Ireland,6,6,no data,no data,1,False
13121,,,,,Dublin,Dublin,1903 Home Nations Championship,Ireland,1903-02-14 00:00:00,1903-02-14 00:00:00,1899-12-30 00:00:00,0,1,9.1,5.7,False,Ireland,0,0.1,L,Winter,false,,Lansdowne Road,03969,,6,England,0,6,no data,no data,0,False
13499,,,,,Dublin,Dublin,1904 Home Nations Championship,Ireland,1904-02-27 00:00:00,1904-02-27 00:00:00,1899-12-30 00:00:00,0,1,6.1,0,False,Ireland,0,0,L,Winter,false,,Lansdowne Road,03969,,3,Scotland,19,22,no data,no data,0,False
13499,,,,,Dublin,Dublin,1904 Home Nations Championship,Ireland,1904-02-27 00:00:00,1904-02-27 00:00:00,1899-12-30 00:00:00,0,0,6.1,0,False,Scotland,3,0,W,Winter,false,,Lansdowne Road,03969,,19,Ireland,3,22,no data,no data,1,False
14227,,,,,Dublin,Dublin,1906 Home Nations Championship,Ireland,1906-02-24 00:00:00,1906-02-24 00:00:00,1899-12-30 00:00:00,0,1,8.2,-0.2,False,Ireland,0,0.6,L,Winter,false,,Lansdowne Road,03969,,6,Scotland,13,19,no data,no data,0,False
14227,,,,,Dublin,Dublin,1906 Home Nations Championship,Ireland,1906-02-24 00:00:00,1906-02-24 00:00:00,1899-12-30 00:00:00,0,0,8.2,-0.2,False,Scotland,3,0.6,W,Winter,false,,Lansdowne Road,03969,,13,Ireland,6,19,no data,no data,1,False
14577,,,,,Dublin,Dublin,1907 Home Nations Championship,Ireland,1907-02-09 00:00:00,1907-02-09 00:00:00,1899-12-30 00:00:00,0,1,8.4,2.3,False,England,0,0.2,L,Winter,false,,Lansdowne Road,03969,,9,Ireland,17,26,no data,no data,0,False
14577,,,,,Dublin,Dublin,1907 Home Nations Championship,Ireland,1907-02-09 00:00:00,1907-02-09 00:00:00,1899-12-30 00:00:00,0,0,8.4,2.3,False,Ireland,3,0.2,W,Winter,false,,Lansdowne Road,03969,,17,England,9,26,no data,no data,1,False
14962,,,,,Dublin,Dublin,1908 Home Nations Championship,Ireland,1908-02-29 00:00:00,1908-02-29 00:00:00,1899-12-30 00:00:00,0,1,5.3,0,False,Ireland,0,0.1,L,Winter,false,,Lansdowne Road,03969,,16,Scotland,11,27,no data,no data,0,False
14962,,,,,Dublin,Dublin,1908 Home Nations Championship,Ireland,1908-02-29 00:00:00,1908-02-29 00:00:00,1899-12-30 00:00:00,0,0,5.3,0,False,Scotland,3,0.1,W,Winter,false,,Lansdowne Road,03969,,11,Ireland,16,27,no data,no data,1,False
15312,,,,,Dublin,Dublin,1909 Home Nations Championship,Ireland,1909-02-13 00:00:00,1909-02-13 00:00:00,1899-12-30 00:00:00,0,0,4.4,-0.3,False,England,3,0,W,Winter,false,,Lansdowne Road,03969,,11,Ireland,5,16,no data,no data,1,False
