Sum of __index_level_0__,Sum of avg_sea_level_pres_hpa,Sum of avg_temp_c,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,city_name,competition,country,date,date.1,date.2,Sum of Draw,Sum of Loose,Sum of max_temp_c,Sum of min_temp_c,neutral,Opponent,Sum of Point,precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of sunshine_total_min,TA,Team,TF,Sum of TotalTri,TranchTemp,TranchWind,Sum of Win,world_cup
8932,,15.1,,,Cape Town,Cape Town,1999 Tri Nations Series,South Africa,1999-08-14 00:00:00,1999-08-14 00:00:00,1899-12-30 00:00:00,0,1,19.7,,False,Australia,0,0,L,Winter,false,,Newlands Stadium,68816,,9,South Africa,10,19,0-20,no data,0,False
8932,,15.1,,,Cape Town,Cape Town,1999 Tri Nations Series,South Africa,1999-08-14 00:00:00,1999-08-14 00:00:00,1899-12-30 00:00:00,0,0,19.7,,False,South Africa,3,0,W,Winter,false,,Newlands Stadium,68816,,10,Australia,9,19,0-20,no data,1,False
9639,,12,,,Cape Town,Cape Town,2001 Tri Nations Series,South Africa,2001-07-21 00:00:00,2001-07-21 00:00:00,1899-12-30 00:00:00,0,0,,9.7,False,New Zealand,3,0.5,W,Winter,false,,Newlands,68816,,12,South Africa,3,15,0-20,no data,1,False
9639,,12,,,Cape Town,Cape Town,2001 Tri Nations Series,South Africa,2001-07-21 00:00:00,2001-07-21 00:00:00,1899-12-30 00:00:00,0,1,,9.7,False,South Africa,0,0.5,L,Winter,false,,Newlands,68816,,3,New Zealand,12,15,0-20,no data,0,False
9968,,12.5,,,Cape Town,Cape Town,2002 Wales tour of South Africa,South Africa,2002-06-15 00:00:00,2002-06-15 00:00:00,1899-12-30 00:00:00,0,0,15.5,,False,South Africa,3,0,W,Winter,false,,Newlands,68816,,19,Wales,8,27,0-20,no data,1,False
9968,,12.5,,,Cape Town,Cape Town,2002 Wales tour of South Africa,South Africa,2002-06-15 00:00:00,2002-06-15 00:00:00,1899-12-30 00:00:00,0,1,15.5,,False,Wales,0,0,L,Winter,false,,Newlands,68816,,8,South Africa,19,27,0-20,no data,0,False
10359,,10.4,,,Cape Town,Cape Town,2003 Tri Nations Series,South Africa,2003-07-12 00:00:00,2003-07-12 00:00:00,1899-12-30 00:00:00,0,0,15.9,4.1,False,Australia,3,0,W,Winter,false,,Newlands Stadium,68816,,22,South Africa,26,48,0-20,no data,1,False
10359,,10.4,,,Cape Town,Cape Town,2003 Tri Nations Series,South Africa,2003-07-12 00:00:00,2003-07-12 00:00:00,1899-12-30 00:00:00,0,1,15.9,4.1,False,South Africa,0,0,L,Winter,false,,Newlands Stadium,68816,,26,Australia,22,48,0-20,no data,0,False
10702,,13,,10,Cape Town,Cape Town,2004 Ireland rugby union tour of South Africa,South Africa,2004-06-19 00:00:00,2004-06-19 00:00:00,1899-12-30 00:00:00,0,0,17.6,9,False,Ireland,3,7.9,W,Winter,false,,Newlands,68816,,17,South Africa,26,43,0-20,moins de 30,1,False
10702,,13,,10,Cape Town,Cape Town,2004 Ireland rugby union tour of South Africa,South Africa,2004-06-19 00:00:00,2004-06-19 00:00:00,1899-12-30 00:00:00,0,1,17.6,9,False,South Africa,0,7.9,L,Winter,false,,Newlands,68816,,26,Ireland,17,43,0-20,moins de 30,0,False
11115,1011.6,13.4,348,22.5,Cape Town,Cape Town,2005 Tri Nations Series,South Africa,2005-08-06 00:00:00,2005-08-06 00:00:00,1899-12-30 00:00:00,0,0,17.1,9,False,New Zealand,3,,W,Winter,false,,Newlands,68816,,16,South Africa,22,38,0-20,moins de 30,1,False
11115,1011.6,13.4,348,22.5,Cape Town,Cape Town,2005 Tri Nations Series,South Africa,2005-08-06 00:00:00,2005-08-06 00:00:00,1899-12-30 00:00:00,0,1,17.1,9,False,South Africa,0,,L,Winter,false,,Newlands,68816,,22,New Zealand,16,38,0-20,moins de 30,0,False
11437,,13.4,191,17.7,Cape Town,Cape Town,2006 mid-year test,South Africa,2006-06-24 00:00:00,2006-06-24 00:00:00,1899-12-30 00:00:00,0,1,16.7,9.3,False,France,0,,L,Winter,false,,Newlands,68816,,36,South Africa,26,62,0-20,moins de 30,0,False
11437,,13.4,191,17.7,Cape Town,Cape Town,2006 mid-year test,South Africa,2006-06-24 00:00:00,2006-06-24 00:00:00,1899-12-30 00:00:00,0,0,16.7,9.3,False,South Africa,3,,W,Winter,false,,Newlands,68816,,26,France,36,62,0-20,moins de 30,1,False
11794,,14.3,,8.7,Cape Town,Cape Town,2007 Tri Nations Series,South Africa,2007-06-16 00:00:00,2007-06-16 00:00:00,1899-12-30 00:00:00,0,0,20.6,8.5,False,Australia,3,0.3,W,Winter,false,,Newlands Stadium,68816,,19,South Africa,22,41,0-20,moins de 30,1,False
11794,,14.3,,8.7,Cape Town,Cape Town,2007 Tri Nations Series,South Africa,2007-06-16 00:00:00,2007-06-16 00:00:00,1899-12-30 00:00:00,0,1,20.6,8.5,False,South Africa,0,0.3,L,Winter,false,,Newlands Stadium,68816,,22,Australia,19,41,0-20,moins de 30,0,False
12165,,15.9,,10,Cape Town,Cape Town,2008 mid-year test,South Africa,2008-06-21 00:00:00,2008-06-21 00:00:00,1899-12-30 00:00:00,0,0,18.2,14.7,False,Italy,3,,W,Winter,false,,Newlands Stadium,68816,,0,South Africa,26,26,0-20,moins de 30,1,False
12165,,15.9,,10,Cape Town,Cape Town,2008 mid-year test,South Africa,2008-06-21 00:00:00,2008-06-21 00:00:00,1899-12-30 00:00:00,0,1,18.2,14.7,False,South Africa,0,,L,Winter,false,,Newlands Stadium,68816,,26,Italy,0,26,0-20,moins de 30,0,False
12221,,14.4,191,16,Cape Town,Cape Town,2008 Tri Nations Series,South Africa,2008-08-16 00:00:00,2008-08-16 00:00:00,1899-12-30 00:00:00,0,1,19,11.7,False,New Zealand,0,10.4,L,Winter,false,,Newlands,68816,,19,South Africa,0,19,0-20,moins de 30,0,False
12221,,14.4,191,16,Cape Town,Cape Town,2008 Tri Nations Series,South Africa,2008-08-16 00:00:00,2008-08-16 00:00:00,1899-12-30 00:00:00,0,0,19,11.7,False,South Africa,3,10.4,W,Winter,false,,Newlands,68816,,0,New Zealand,19,19,0-20,moins de 30,1,False
12578,,14.6,,11.7,Cape Town,Cape Town,2009 Tri Nations Series,South Africa,2009-08-08 00:00:00,2009-08-08 00:00:00,1899-12-30 00:00:00,0,0,20.8,10,False,Australia,3,0,W,Winter,false,,Newlands Stadium,68816,,17,South Africa,29,46,0-20,moins de 30,1,False
12578,,14.6,,11.7,Cape Town,Cape Town,2009 Tri Nations Series,South Africa,2009-08-08 00:00:00,2009-08-08 00:00:00,1899-12-30 00:00:00,0,1,20.8,10,False,South Africa,0,0,L,Winter,false,,Newlands Stadium,68816,,29,Australia,17,46,0-20,moins de 30,0,False
12886,,12.3,,,Cape Town,Cape Town,2010 mid-year test,South Africa,2010-06-12 00:00:00,2010-06-12 00:00:00,1899-12-30 00:00:00,0,0,19.8,6.6,False,France,3,,W,Winter,false,,Newlands,68816,,17,South Africa,42,59,0-20,no data,1,False
12886,,12.3,,,Cape Town,Cape Town,2010 mid-year test,South Africa,2010-06-12 00:00:00,2010-06-12 00:00:00,1899-12-30 00:00:00,0,1,19.8,6.6,False,South Africa,0,,L,Winter,false,,Newlands,68816,,42,France,17,59,0-20,no data,0,False
13684,,9.9,,8.7,Cape Town,Cape Town,2012 Rugby Championship,South Africa,2012-08-18 00:00:00,2012-08-18 00:00:00,1899-12-30 00:00:00,0,1,17.1,2.7,False,Argentina,0,,L,Winter,false,,Newlands Stadium,68816,,6,South Africa,27,33,0-20,moins de 30,0,False
13684,,9.9,,8.7,Cape Town,Cape Town,2012 Rugby Championship,South Africa,2012-08-18 00:00:00,2012-08-18 00:00:00,1899-12-30 00:00:00,0,0,17.1,2.7,False,South Africa,3,,W,Winter,false,,Newlands Stadium,68816,,27,Argentina,6,33,0-20,moins de 30,1,False
14090,,12.9,,13.5,Cape Town,Cape Town,2013 Rugby Championship,South Africa,2013-09-28 00:00:00,2013-09-28 00:00:00,1899-12-30 00:00:00,0,1,16.6,9.1,False,Australia,0,0.8,L,Spring,false,,Newlands Stadium,68816,,8,South Africa,28,36,0-20,moins de 30,0,False
14090,,12.9,,13.5,Cape Town,Cape Town,2013 Rugby Championship,South Africa,2013-09-28 00:00:00,2013-09-28 00:00:00,1899-12-30 00:00:00,0,0,16.6,9.1,False,South Africa,3,0.8,W,Spring,false,,Newlands Stadium,68816,,28,Australia,8,36,0-20,moins de 30,1,False
14454,,12.4,,18.7,Cape Town,Cape Town,2014 Rugby Championship,South Africa,2014-09-27 00:00:00,2014-09-27 00:00:00,1899-12-30 00:00:00,0,0,17,7.4,False,Australia,3,0.5,W,Spring,false,,Newlands Stadium,68816,,10,South Africa,28,38,0-20,moins de 30,1,False
14454,,12.4,,18.7,Cape Town,Cape Town,2014 Rugby Championship,South Africa,2014-09-27 00:00:00,2014-09-27 00:00:00,1899-12-30 00:00:00,0,1,17,7.4,False,South Africa,0,0.5,L,Spring,false,,Newlands Stadium,68816,,28,Australia,10,38,0-20,moins de 30,0,False
15076,1031.8,11.3,,14.9,Cape Town,Cape Town,2016 Ireland rugby union tour of South Africa,South Africa,2016-06-11 00:00:00,2016-06-11 00:00:00,1899-12-30 00:00:00,0,1,18,5,False,Ireland,0,,L,Winter,false,,Newlands,68816,,26,South Africa,20,46,0-20,moins de 30,0,False
15076,1031.8,11.3,,14.9,Cape Town,Cape Town,2016 Ireland rugby union tour of South Africa,South Africa,2016-06-11 00:00:00,2016-06-11 00:00:00,1899-12-30 00:00:00,0,0,18,5,False,South Africa,3,,W,Winter,false,,Newlands,68816,,20,Ireland,26,46,0-20,moins de 30,1,False
15559,1015.4,14.5,,11.5,Cape Town,Cape Town,2017 Rugby Championship,South Africa,2017-10-07 00:00:00,2017-10-07 00:00:00,1899-12-30 00:00:00,0,1,21.5,9.2,False,New Zealand,0,,L,Spring,false,,Newlands,68816,,25,South Africa,24,49,0-20,moins de 30,0,False
15559,1015.4,14.5,,11.5,Cape Town,Cape Town,2017 Rugby Championship,South Africa,2017-10-07 00:00:00,2017-10-07 00:00:00,1899-12-30 00:00:00,0,0,21.5,9.2,False,South Africa,3,,W,Spring,false,,Newlands,68816,,24,New Zealand,25,49,0-20,moins de 30,1,False
15818,1019.4,14.3,351,27.7,Cape Town,Cape Town,2018 England rugby union tour of South Africa,South Africa,2018-06-23 00:00:00,2018-06-23 00:00:00,1899-12-30 00:00:00,0,1,16.9,13,False,England,0,0,L,Winter,false,,Newlands,68816,,25,South Africa,10,35,0-20,moins de 30,0,False
15818,1019.4,14.3,351,27.7,Cape Town,Cape Town,2018 England rugby union tour of South Africa,South Africa,2018-06-23 00:00:00,2018-06-23 00:00:00,1899-12-30 00:00:00,0,0,16.9,13,False,South Africa,3,0,W,Winter,false,,Newlands,68816,,10,England,25,35,0-20,moins de 30,1,False
17302,1018.7,16.8,28,9.5,Cape Town,Cape Town,2022 Wales tour of South Africa,South Africa,2022-07-16 00:00:00,2022-07-16 00:00:00,1899-12-30 00:00:00,0,1,27.7,6,False,South Africa,0,0,L,Winter,false,,Cape Town Stadium,68816,,30,Wales,14,44,0-20,moins de 30,0,False
17302,1018.7,16.8,28,9.5,Cape Town,Cape Town,2022 Wales tour of South Africa,South Africa,2022-07-16 00:00:00,2022-07-16 00:00:00,1899-12-30 00:00:00,0,0,27.7,6,False,Wales,3,0,W,Winter,false,,Cape Town Stadium,68816,,14,South Africa,30,44,0-20,moins de 30,1,False
234,,,,,Christchurch,Christchurch,1964 Australia tour of New Zealand,New Zealand,1964-08-22 00:00:00,1964-08-22 00:00:00,1899-12-30 00:00:00,0,1,11.7,5.1,False,Australia,0,,L,Winter,false,,Lancaster Park,93781,,3,New Zealand,18,21,no data,no data,0,False
234,,,,,Christchurch,Christchurch,1964 Australia tour of New Zealand,New Zealand,1964-08-22 00:00:00,1964-08-22 00:00:00,1899-12-30 00:00:00,0,0,11.7,5.1,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,18,Australia,3,21,no data,no data,1,False
612,,,,,Christchurch,Christchurch,1965 South Africa tour,New Zealand,1965-09-04 00:00:00,1965-09-04 00:00:00,1899-12-30 00:00:00,0,0,13.3,0.8,False,New Zealand,3,,W,Spring,false,,Lancaster Park,93781,,16,South Africa,19,35,no data,no data,1,False
612,,,,,Christchurch,Christchurch,1965 South Africa tour,New Zealand,1965-09-04 00:00:00,1965-09-04 00:00:00,1899-12-30 00:00:00,0,1,13.3,0.8,False,South Africa,0,,L,Spring,false,,Lancaster Park,93781,,19,New Zealand,16,35,no data,no data,0,False
1655,,,,,Christchurch,Christchurch,1968 French tour of New Zealand,New Zealand,1968-07-13 00:00:00,1968-07-13 00:00:00,1899-12-30 00:00:00,0,1,11.6,-1.1,False,France,0,,L,Winter,false,,Lancaster Park,93781,,9,New Zealand,12,21,no data,no data,0,False
1655,,,,,Christchurch,Christchurch,1968 French tour of New Zealand,New Zealand,1968-07-13 00:00:00,1968-07-13 00:00:00,1899-12-30 00:00:00,0,0,11.6,-1.1,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,12,France,9,21,no data,no data,1,False
1977,,,,,Christchurch,Christchurch,"1969 Wales tour of New Zealand, Australia and Fiji",New Zealand,1969-05-31 00:00:00,1969-05-31 00:00:00,1899-12-30 00:00:00,0,1,12.5,-0.8,False,New Zealand,0,,L,Autumn,false,,Lancaster Park,93781,,19,Wales,0,19,no data,no data,0,False
1977,,,,,Christchurch,Christchurch,"1969 Wales tour of New Zealand, Australia and Fiji",New Zealand,1969-05-31 00:00:00,1969-05-31 00:00:00,1899-12-30 00:00:00,0,0,12.5,-0.8,False,Wales,3,,W,Autumn,false,,Lancaster Park,93781,,0,New Zealand,19,19,no data,no data,1,False
3167,,,,,Christchurch,Christchurch,1972 Australia tour of New Zealand,New Zealand,1972-09-02 00:00:00,1972-09-02 00:00:00,1899-12-30 00:00:00,0,0,15.9,7.4,False,Australia,3,,W,Spring,false,,Lancaster Park,93781,,17,New Zealand,30,47,no data,no data,1,False
3167,,,,,Christchurch,Christchurch,1972 Australia tour of New Zealand,New Zealand,1972-09-02 00:00:00,1972-09-02 00:00:00,1899-12-30 00:00:00,0,1,15.9,7.4,False,New Zealand,0,,L,Spring,false,,Lancaster Park,93781,,30,Australia,17,47,no data,no data,0,False
5351,,,,,Christchurch,Christchurch,1978 Australia tour of New Zealand,New Zealand,1978-08-26 00:00:00,1978-08-26 00:00:00,1899-12-30 00:00:00,0,1,14.9,5.4,False,Australia,0,,L,Winter,false,,Lancaster Park,93781,,6,New Zealand,22,28,no data,no data,0,False
5351,,,,,Christchurch,Christchurch,1978 Australia tour of New Zealand,New Zealand,1978-08-26 00:00:00,1978-08-26 00:00:00,1899-12-30 00:00:00,0,0,14.9,5.4,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,22,Australia,6,28,no data,no data,1,False
5666,,,,,Christchurch,Christchurch,1979 French tour of Fiji & New Zealand,New Zealand,1979-07-07 00:00:00,1979-07-07 00:00:00,1899-12-30 00:00:00,0,1,12.2,2.4,False,France,0,,L,Winter,false,,Lancaster Park,93781,,9,New Zealand,23,32,no data,no data,0,False
5666,,,,,Christchurch,Christchurch,1979 French tour of Fiji & New Zealand,New Zealand,1979-07-07 00:00:00,1979-07-07 00:00:00,1899-12-30 00:00:00,0,0,12.2,2.4,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,23,France,9,32,no data,no data,1,False
6436,,,,,Christchurch,Christchurch,1981 South Africa tour,New Zealand,1981-08-15 00:00:00,1981-08-15 00:00:00,1899-12-30 00:00:00,0,0,11.2,5.2,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,14,South Africa,9,23,no data,no data,1,False
6436,,,,,Christchurch,Christchurch,1981 South Africa tour,New Zealand,1981-08-15 00:00:00,1981-08-15 00:00:00,1899-12-30 00:00:00,0,1,11.2,5.2,False,South Africa,0,,L,Winter,false,,Lancaster Park,93781,,9,New Zealand,14,23,no data,no data,0,False
6800,,,,,Christchurch,Christchurch,1982 Australia tour of New Zealand,New Zealand,1982-08-14 00:00:00,1982-08-14 00:00:00,1899-12-30 00:00:00,0,0,12.4,3.9,False,Australia,3,,W,Winter,false,,Lancaster Park,93781,,16,New Zealand,23,39,no data,no data,1,False
6800,,,,,Christchurch,Christchurch,1982 Australia tour of New Zealand,New Zealand,1982-08-14 00:00:00,1982-08-14 00:00:00,1899-12-30 00:00:00,0,1,12.4,3.9,False,New Zealand,0,,L,Winter,false,,Lancaster Park,93781,,23,Australia,16,39,no data,no data,0,False
7472,,,,,Christchurch,Christchurch,1984 French tour of New Zealand,New Zealand,1984-06-16 00:00:00,1984-06-16 00:00:00,1899-12-30 00:00:00,0,1,11.5,5.1,False,France,0,,L,Winter,false,,Lancaster Park,93781,,9,New Zealand,10,19,no data,no data,0,False
7472,,,,,Christchurch,Christchurch,1984 French tour of New Zealand,New Zealand,1984-06-16 00:00:00,1984-06-16 00:00:00,1899-12-30 00:00:00,0,0,11.5,5.1,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,10,France,9,19,no data,no data,1,False
7822,,,,,Christchurch,Christchurch,1985 England rugby union tour of New Zealand,New Zealand,1985-06-01 00:00:00,1985-06-01 00:00:00,1899-12-30 00:00:00,0,0,13.9,3.2,False,England,3,,W,Winter,false,,Lancaster Park,93781,,13,New Zealand,18,31,no data,no data,1,False
7822,,,,,Christchurch,Christchurch,1985 England rugby union tour of New Zealand,New Zealand,1985-06-01 00:00:00,1985-06-01 00:00:00,1899-12-30 00:00:00,0,1,13.9,3.2,False,New Zealand,0,,L,Winter,false,,Lancaster Park,93781,,18,England,13,31,no data,no data,0,False
8214,,,,,Christchurch,Christchurch,1986 France tour,New Zealand,1986-06-28 00:00:00,1986-06-28 00:00:00,1899-12-30 00:00:00,0,1,11.1,3,False,France,0,,L,Winter,false,,Lancaster Park,93781,,9,New Zealand,18,27,no data,no data,0,False
8214,,,,,Christchurch,Christchurch,1986 France tour,New Zealand,1986-06-28 00:00:00,1986-06-28 00:00:00,1899-12-30 00:00:00,0,0,11.1,3,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,18,France,9,27,no data,no data,1,False
8548,,,,,Christchurch,Christchurch,1987 Rugby World Cup,New Zealand,1987-05-28 00:00:00,1987-05-28 00:00:00,1899-12-30 00:00:00,0,1,14.4,6.1,True,Argentina,0,,L,Autumn,false,,Lancaster Park,93781,,25,Italy,16,41,no data,no data,0,True
8543,,,,,Christchurch,Christchurch,1987 Rugby World Cup,New Zealand,1987-05-23 00:00:00,1987-05-23 00:00:00,1899-12-30 00:00:00,1,0,12.9,7.6,True,France,1,,D,Autumn,false,,Lancaster Park,93781,,20,Scotland,20,40,no data,no data,0,True
8548,,,,,Christchurch,Christchurch,1987 Rugby World Cup,New Zealand,1987-05-28 00:00:00,1987-05-28 00:00:00,1899-12-30 00:00:00,0,0,14.4,6.1,True,Italy,3,,W,Autumn,false,,Lancaster Park,93781,,16,Argentina,25,41,no data,no data,1,True
8543,,,,,Christchurch,Christchurch,1987 Rugby World Cup,New Zealand,1987-05-23 00:00:00,1987-05-23 00:00:00,1899-12-30 00:00:00,1,0,12.9,7.6,True,Scotland,1,,D,Autumn,false,,Lancaster Park,93781,,20,France,20,40,no data,no data,0,True
8557,,,,,Christchurch,Christchurch,1987 Rugby World Cup Quarter Final,New Zealand,1987-06-06 00:00:00,1987-06-06 00:00:00,1899-12-30 00:00:00,0,1,11.4,1.6,False,New Zealand,0,,L,Winter,false,,Lancaster Park,93781,,30,Scotland,3,33,no data,no data,0,True
8557,,,,,Christchurch,Christchurch,1987 Rugby World Cup Quarter Final,New Zealand,1987-06-06 00:00:00,1987-06-06 00:00:00,1899-12-30 00:00:00,0,0,11.4,1.6,False,Scotland,3,,W,Winter,false,,Lancaster Park,93781,,3,New Zealand,30,33,no data,no data,1,True
8914,,,,,Christchurch,Christchurch,1988 Wales tour of New Zealand,New Zealand,1988-05-28 00:00:00,1988-05-28 00:00:00,1899-12-30 00:00:00,0,1,15.4,6,False,New Zealand,0,,L,Autumn,false,,Lancaster Park,93781,,52,Wales,3,55,no data,no data,0,False
8914,,,,,Christchurch,Christchurch,1988 Wales tour of New Zealand,New Zealand,1988-05-28 00:00:00,1988-05-28 00:00:00,1899-12-30 00:00:00,0,0,15.4,6,False,Wales,3,,W,Autumn,false,,Lancaster Park,93781,,3,New Zealand,52,55,no data,no data,1,False
9299,,7.8,,,Christchurch,Christchurch,1989 French tour of New Zealand,New Zealand,1989-06-17 00:00:00,1989-06-17 00:00:00,1899-12-30 00:00:00,0,0,12,4.3,False,France,3,,W,Winter,false,,Lancaster Park,93781,,17,New Zealand,25,42,0-20,no data,1,False
9299,,7.8,,,Christchurch,Christchurch,1989 French tour of New Zealand,New Zealand,1989-06-17 00:00:00,1989-06-17 00:00:00,1899-12-30 00:00:00,0,1,12,4.3,False,New Zealand,0,,L,Winter,false,,Lancaster Park,93781,,25,France,17,42,0-20,no data,0,False
9698,,,,,Christchurch,Christchurch,1990 Australia tour of New Zealand,New Zealand,1990-07-21 00:00:00,1990-07-21 00:00:00,1899-12-30 00:00:00,0,1,12.6,6.5,False,Australia,0,,L,Winter,false,,Lancaster Park,93781,,6,New Zealand,21,27,no data,no data,0,False
9698,,,,,Christchurch,Christchurch,1990 Australia tour of New Zealand,New Zealand,1990-07-21 00:00:00,1990-07-21 00:00:00,1899-12-30 00:00:00,0,0,12.6,6.5,False,New Zealand,3,,W,Winter,false,,Lancaster Park,93781,,21,Australia,6,27,no data,no data,1,False
11125,,7.5,,,Christchurch,Christchurch,1994 French tour,New Zealand,1994-06-26 00:00:00,1994-06-26 00:00:00,1899-12-30 00:00:00,0,0,10.7,2,False,France,3,39.9,W,Winter,false,,Lancaster Park,93781,,22,New Zealand,8,30,0-20,no data,1,False
11125,,7.5,,,Christchurch,Christchurch,1994 French tour,New Zealand,1994-06-26 00:00:00,1994-06-26 00:00:00,1899-12-30 00:00:00,0,1,10.7,2,False,New Zealand,0,39.9,L,Winter,false,,Lancaster Park,93781,,8,France,22,30,0-20,no data,0,False
11880,,7.6,,,Christchurch,Christchurch,1996 Tri Nations Series,New Zealand,1996-07-20 00:00:00,1996-07-20 00:00:00,1899-12-30 00:00:00,0,1,14.4,5.3,False,New Zealand,0,0,L,Winter,false,,Lancaster Park,93781,,15,South Africa,11,26,0-20,no data,0,False
11880,,7.6,,,Christchurch,Christchurch,1996 Tri Nations Series,New Zealand,1996-07-20 00:00:00,1996-07-20 00:00:00,1899-12-30 00:00:00,0,0,14.4,5.3,False,South Africa,3,0,W,Winter,false,,Lancaster Park,93781,,11,New Zealand,15,26,0-20,no data,1,False
12230,,2.2,,,Christchurch,Christchurch,1997 Bledisloe Cup I,New Zealand,1997-07-05 00:00:00,1997-07-05 00:00:00,1899-12-30 00:00:00,0,0,12.3,1.2,False,Australia,3,0,W,Winter,false,,Lancaster Park,93781,,13,New Zealand,30,43,0-20,no data,1,False
12230,,2.2,,,Christchurch,Christchurch,1997 Bledisloe Cup I,New Zealand,1997-07-05 00:00:00,1997-07-05 00:00:00,1899-12-30 00:00:00,0,1,12.3,1.2,False,New Zealand,0,0,L,Winter,false,,Lancaster Park,93781,,30,Australia,13,43,0-20,no data,0,False
12622,,10,,,Christchurch,Christchurch,1998 Tri Nations Series,New Zealand,1998-08-01 00:00:00,1998-08-01 00:00:00,1899-12-30 00:00:00,0,1,11,6.1,False,Australia,0,0,L,Winter,false,,Lancaster Park,93781,,27,New Zealand,23,50,0-20,no data,0,False
12622,,10,,,Christchurch,Christchurch,1998 Tri Nations Series,New Zealand,1998-08-01 00:00:00,1998-08-01 00:00:00,1899-12-30 00:00:00,0,0,11,6.1,False,New Zealand,3,0,W,Winter,false,,Lancaster Park,93781,,23,Australia,27,50,0-20,no data,1,False
13343,,9.8,,,Christchurch,Christchurch,2000 Tri Nations Series,New Zealand,2000-07-22 00:00:00,2000-07-22 00:00:00,1899-12-30 00:00:00,0,1,13.4,2.9,False,New Zealand,0,,L,Winter,false,,Lancaster Park,93781,,25,South Africa,12,37,0-20,no data,0,False
13343,,9.8,,,Christchurch,Christchurch,2000 Tri Nations Series,New Zealand,2000-07-22 00:00:00,2000-07-22 00:00:00,1899-12-30 00:00:00,0,0,13.4,2.9,False,South Africa,3,,W,Winter,false,,Lancaster Park,93781,,12,New Zealand,25,37,0-20,no data,1,False
13679,,11.1,,,Christchurch,Christchurch,2001 Argentina tour of New Zealand and Great Britain,New Zealand,2001-06-23 00:00:00,2001-06-23 00:00:00,1899-12-30 00:00:00,0,0,12.9,6.8,False,Argentina,3,,W,Winter,false,,Jade Stadium,93781,,19,New Zealand,67,86,0-20,no data,1,False
13679,,11.1,,,Christchurch,Christchurch,2001 Argentina tour of New Zealand and Great Britain,New Zealand,2001-06-23 00:00:00,2001-06-23 00:00:00,1899-12-30 00:00:00,0,1,12.9,6.8,False,New Zealand,0,,L,Winter,false,,Jade Stadium,93781,,67,Argentina,19,86,0-20,no data,0,False
14064,,4.6,,,Christchurch,Christchurch,2002 Tri Nations Series,New Zealand,2002-07-13 00:00:00,2002-07-13 00:00:00,1899-12-30 00:00:00,0,1,13.9,-0.7,False,Australia,0,1,L,Winter,false,,Lancaster Park,93781,,6,New Zealand,12,18,0-20,no data,0,False
14064,,4.6,,,Christchurch,Christchurch,2002 Tri Nations Series,New Zealand,2002-07-13 00:00:00,2002-07-13 00:00:00,1899-12-30 00:00:00,0,0,13.9,-0.7,False,New Zealand,3,1,W,Winter,false,,Lancaster Park,93781,,12,Australia,6,18,0-20,no data,1,False
14414,,11.4,,,Christchurch,Christchurch,2003 French tour,New Zealand,2003-06-28 00:00:00,2003-06-28 00:00:00,1899-12-30 00:00:00,0,0,13.9,8.3,False,France,3,0,W,Winter,false,,Jade Stadium,93781,,23,New Zealand,31,54,0-20,no data,1,False
14414,,11.4,,,Christchurch,Christchurch,2003 French tour,New Zealand,2003-06-28 00:00:00,2003-06-28 00:00:00,1899-12-30 00:00:00,0,1,13.9,8.3,False,New Zealand,0,0,L,Winter,false,,Jade Stadium,93781,,31,France,23,54,0-20,no data,0,False
14806,,2.7,,,Christchurch,Christchurch,2004 Tri Nations Series,New Zealand,2004-07-24 00:00:00,2004-07-24 00:00:00,1899-12-30 00:00:00,0,1,10.5,-0.3,False,New Zealand,0,0,L,Winter,false,,Lancaster Park,93781,,23,South Africa,21,44,0-20,no data,0,False
14806,,2.7,,,Christchurch,Christchurch,2004 Tri Nations Series,New Zealand,2004-07-24 00:00:00,2004-07-24 00:00:00,1899-12-30 00:00:00,0,0,10.5,-0.3,False,South Africa,3,0,W,Winter,false,,Lancaster Park,93781,,21,New Zealand,23,44,0-20,no data,1,False
15520,,7.9,,,Christchurch,Christchurch,2006 Tri Nations Series,New Zealand,2006-07-08 00:00:00,2006-07-08 00:00:00,1899-12-30 00:00:00,0,0,15.1,0.8,False,Australia,3,0,W,Winter,false,,Lancaster Park,93781,,12,New Zealand,32,44,0-20,no data,1,False
15520,,7.9,,,Christchurch,Christchurch,2006 Tri Nations Series,New Zealand,2006-07-08 00:00:00,2006-07-08 00:00:00,1899-12-30 00:00:00,0,1,15.1,0.8,False,New Zealand,0,0,L,Winter,false,,Lancaster Park,93781,,32,Australia,12,44,0-20,no data,0,False
15891,,4.6,,,Christchurch,Christchurch,2007 Tri Nations Series,New Zealand,2007-07-14 00:00:00,2007-07-14 00:00:00,1899-12-30 00:00:00,0,0,9.1,-2.6,False,New Zealand,3,0,W,Winter,false,,Lancaster Park,93781,,33,South Africa,6,39,0-20,no data,1,False
